TipoHabitacion,PrecioPorNoche,MetodoPago,FrecuenciaVisitas,AfiliadoFidelidad,MotivoViaje,PaisOrigen,AtencionRecepcion,LimpiezaHabitacion,Ruido,Confort,CalidadServicio,VariedadRestaurante,FacilidadReserva,Calificacion
Familiar,173.12,Tarjeta,7,No,Evento,España,4,1,2,3,5,1,4,3
Estándar,81.09,Tarjeta,8,No,Evento,México,1,1,4,2,5,1,1,2
Familiar,136.26,Efectivo,3,No,Negocios,España,2,4,3,3,1,2,1,2
Estándar,113.09,Transferencia,1,No,Vacaciones,Argentina,3,1,1,5,4,2,5,3
Premium,145.55,Transferencia,9,No,Evento,Colombia,2,1,1,1,5,1,2,2
Premium,117.46,Tarjeta,1,No,Vacaciones,EEUU,2,1,2,2,4,3,2,3
Estándar,61.96,Online,6,No,Vacaciones,Argentina,5,4,2,4,3,1,1,3
Estándar,123.02,Transferencia,9,No,Vacaciones,Colombia,4,3,4,5,1,3,5,4
Premium,161.95,Transferencia,2,No,Vacaciones,Alemania,3,3,5,2,3,1,3,3
Familiar,118.83,Tarjeta,4,Sí,Vacaciones,España,5,2,2,2,5,5,4,3
Premium,151.0,Efectivo,2,No,Otro,EEUU,3,4,2,3,1,4,1,3
Familiar,78.18,Tarjeta,4,Sí,Vacaciones,Argentina,4,1,2,4,5,4,4,3
Estándar,118.95,Tarjeta,2,No,Otro,EEUU,5,1,4,3,1,5,1,2
Estándar,95.02,Online,1,No,Evento,Alemania,3,1,3,3,4,3,5,3
Familiar,149.88,Tarjeta,3,No,Otro,Alemania,5,3,5,3,2,2,2,4
Estándar,121.26,Online,8,Sí,Otro,EEUU,2,1,4,3,2,2,3,2
Familiar,147.6,Efectivo,5,Sí,Vacaciones,Alemania,1,1,2,5,1,4,4,3
Suite,163.51,Online,4,Sí,Evento,Alemania,3,3,3,4,3,2,3,3
Premium,147.66,Efectivo,5,No,Evento,España,4,1,2,3,1,3,2,2
Suite,130.92,Efectivo,6,No,Evento,Colombia,3,2,4,5,4,2,1,3
Familiar,80.07,Efectivo,6,No,Negocios,Brasil,1,5,1,5,3,1,5,4
Premium,119.89,Tarjeta,5,No,Otro,México,3,2,2,2,1,5,2,3
Familiar,98.68,Online,6,No,Vacaciones,EEUU,3,4,3,2,1,4,3,3
Premium,106.24,Transferencia,9,Sí,Negocios,México,3,2,5,1,5,2,3,4
Premium,105.02,Tarjeta,5,Sí,Vacaciones,EEUU,4,2,1,5,4,3,3,3
Premium,80.8,Efectivo,6,Sí,Negocios,EEUU,1,3,2,1,4,2,1,2
Premium,41.71,Transferencia,4,No,Evento,Colombia,1,4,2,5,2,5,3,3
Familiar,93.27,Tarjeta,3,No,Negocios,Argentina,4,2,3,3,5,1,1,3
Premium,127.74,Transferencia,6,No,Evento,Argentina,3,5,1,3,3,4,3,4
Premium,66.07,Efectivo,5,Sí,Negocios,EEUU,3,2,1,1,2,4,4,2
Suite,120.63,Transferencia,4,No,Vacaciones,EEUU,1,1,1,3,4,3,4,3
Estándar,196.01,Transferencia,5,No,Vacaciones,Colombia,3,3,2,3,1,1,2,1
Estándar,160.92,Efectivo,7,Sí,Negocios,Alemania,2,1,1,2,5,2,2,2
Suite,185.74,Transferencia,1,No,Otro,Argentina,3,4,2,3,4,2,5,3
Suite,135.65,Tarjeta,1,Sí,Otro,Brasil,3,4,2,2,4,3,3,3
Familiar,166.7,Transferencia,1,Sí,Negocios,México,5,3,1,4,5,1,3,3
Familiar,91.04,Online,2,No,Otro,EEUU,1,2,4,5,4,3,1,3
Familiar,94.23,Tarjeta,9,Sí,Vacaciones,Colombia,1,4,5,2,2,5,2,3
Suite,40.0,Transferencia,5,No,Otro,EEUU,2,5,5,2,5,5,4,4
Suite,167.45,Online,9,No,Negocios,Argentina,2,3,4,2,4,2,1,3
Premium,181.61,Online,5,No,Otro,Colombia,2,1,1,5,4,5,4,3
Familiar,97.87,Online,7,No,Negocios,México,1,5,2,5,5,3,1,4
Familiar,109.84,Transferencia,6,No,Vacaciones,España,5,3,3,5,1,4,2,4
Familiar,89.85,Efectivo,2,Sí,Evento,Argentina,5,5,4,3,3,5,3,5
Estándar,135.31,Online,3,No,Vacaciones,Alemania,4,3,5,2,5,3,3,3
Premium,165.0,Efectivo,5,No,Vacaciones,España,1,1,5,5,1,4,2,2
Familiar,50.29,Tarjeta,4,Sí,Negocios,Colombia,4,2,2,4,4,4,4,4
Familiar,136.38,Efectivo,6,No,Vacaciones,EEUU,3,3,5,5,2,5,5,3
Familiar,108.93,Efectivo,8,No,Vacaciones,Alemania,2,4,5,1,4,1,5,3
Estándar,124.54,Efectivo,8,No,Otro,Argentina,4,1,2,1,4,5,2,3
Estándar,138.36,Efectivo,3,No,Negocios,México,4,1,1,2,1,5,1,2
Suite,112.47,Efectivo,4,No,Otro,Argentina,1,5,5,2,5,1,3,3
Premium,115.86,Tarjeta,1,No,Negocios,Brasil,2,4,1,2,3,5,4,4
Suite,111.44,Tarjeta,2,No,Otro,Alemania,2,5,3,3,3,3,5,2
Premium,158.81,Efectivo,9,No,Otro,EEUU,5,1,1,1,5,1,3,2
Estándar,136.75,Efectivo,2,No,Evento,España,4,3,2,1,5,3,2,3
Familiar,128.82,Online,6,No,Vacaciones,Colombia,5,4,2,2,2,4,3,4
Suite,69.16,Tarjeta,7,Sí,Otro,España,4,1,2,1,5,1,5,2
Familiar,104.86,Transferencia,6,No,Evento,Argentina,1,4,5,1,2,4,4,3
Suite,155.95,Tarjeta,8,No,Otro,Alemania,1,3,4,3,5,2,1,3
Estándar,121.51,Transferencia,9,No,Otro,Brasil,3,2,5,4,2,2,1,3
Estándar,146.38,Online,8,No,Evento,EEUU,4,5,1,2,5,3,3,4
Estándar,190.66,Efectivo,5,No,Evento,Colombia,4,5,3,4,5,4,1,4
Suite,161.54,Online,8,No,Evento,EEUU,2,1,3,4,3,4,5,3
Premium,123.73,Efectivo,9,No,Vacaciones,EEUU,2,1,3,3,4,1,4,3
Suite,99.56,Tarjeta,8,No,Vacaciones,Brasil,5,3,3,1,4,2,1,3
Premium,40.0,Efectivo,2,No,Otro,Alemania,3,1,4,2,2,3,1,2
Suite,113.26,Transferencia,2,No,Vacaciones,España,1,1,3,5,1,3,2,2
Suite,106.96,Transferencia,3,No,Evento,EEUU,4,1,5,4,3,1,1,3
Estándar,135.61,Online,7,No,Negocios,Argentina,5,4,3,4,5,1,1,3
Familiar,113.84,Tarjeta,9,Sí,Vacaciones,Argentina,3,4,2,3,3,3,5,4
Familiar,107.18,Transferencia,8,Sí,Evento,EEUU,2,2,1,4,1,1,1,2
Premium,48.82,Online,9,Sí,Evento,EEUU,3,4,5,4,3,4,2,4
Familiar,82.4,Tarjeta,6,No,Evento,Colombia,5,5,4,4,1,3,2,3
Suite,139.07,Tarjeta,1,Sí,Evento,EEUU,1,2,5,3,1,5,2,2
Suite,188.64,Online,4,No,Otro,Argentina,2,1,2,1,1,2,1,1
Estándar,116.1,Transferencia,6,Sí,Evento,EEUU,2,5,3,4,1,2,3,3
Estándar,133.11,Transferencia,6,No,Evento,Alemania,1,2,3,2,1,5,3,2
Familiar,158.1,Online,8,No,Otro,Argentina,2,2,4,4,5,5,5,4
Premium,87.56,Transferencia,1,No,Vacaciones,EEUU,5,5,1,4,3,4,3,4
Familiar,134.67,Online,2,No,Negocios,Brasil,2,2,3,2,4,3,5,3
Familiar,90.38,Transferencia,2,Sí,Otro,Brasil,4,5,4,3,4,1,5,4
Familiar,154.59,Transferencia,6,No,Otro,Argentina,3,2,3,5,5,2,2,3
Familiar,126.06,Online,7,Sí,Vacaciones,EEUU,5,2,5,2,2,5,4,3
Suite,131.94,Online,2,No,Vacaciones,Brasil,1,2,4,5,1,3,5,3
Premium,88.7,Transferencia,5,No,Evento,Alemania,5,5,4,1,3,1,1,3
Suite,148.28,Online,6,No,Vacaciones,Colombia,4,2,4,1,1,2,2,2
Premium,203.39,Transferencia,4,No,Negocios,Brasil,2,4,3,4,1,3,1,3
Estándar,79.68,Efectivo,1,Sí,Otro,Argentina,2,4,4,4,4,2,1,3
Familiar,106.41,Tarjeta,3,No,Negocios,Brasil,5,4,5,3,1,4,3,4
Suite,129.26,Tarjeta,9,No,Evento,España,2,4,1,5,3,2,1,2
Premium,151.46,Transferencia,6,Sí,Negocios,Alemania,2,4,1,1,3,4,5,3
Estándar,97.62,Tarjeta,2,No,Evento,Brasil,4,1,2,1,4,4,1,3
Estándar,40.0,Transferencia,9,No,Negocios,Colombia,1,2,5,4,5,4,1,3
Familiar,174.37,Online,4,No,Otro,España,3,3,5,4,4,1,3,3
Premium,150.42,Efectivo,8,No,Negocios,Argentina,5,1,4,3,4,1,1,3
Suite,50.28,Tarjeta,7,Sí,Vacaciones,Argentina,1,5,2,4,1,4,5,3
Familiar,95.7,Tarjeta,3,Sí,Negocios,EEUU,3,1,5,4,2,3,5,4
Suite,182.73,Online,8,No,Otro,Alemania,1,3,5,3,5,4,1,5
Estándar,177.91,Efectivo,4,No,Evento,Brasil,5,1,5,4,5,3,5,4
Suite,157.55,Efectivo,2,No,Negocios,EEUU,4,2,3,4,5,2,5,4
Suite,112.96,Efectivo,5,No,Negocios,Alemania,4,4,5,4,1,1,3,4
Familiar,123.32,Online,1,Sí,Vacaciones,Argentina,4,2,3,5,4,3,2,4
Suite,114.76,Tarjeta,8,No,Evento,España,1,1,5,1,1,3,2,3
Familiar,165.13,Tarjeta,8,No,Evento,Brasil,5,3,1,2,3,3,4,3
Estándar,84.97,Efectivo,3,No,Evento,Argentina,2,5,3,1,2,5,2,3
Familiar,87.77,Online,1,No,Otro,Colombia,2,2,3,5,2,1,1,2
Familiar,160.41,Online,4,Sí,Otro,Alemania,4,3,4,2,1,5,5,3
Premium,118.23,Online,9,Sí,Vacaciones,Argentina,1,5,5,1,4,2,2,3
Suite,175.14,Efectivo,9,Sí,Negocios,Argentina,2,4,2,3,5,3,3,4
Estándar,93.14,Online,1,No,Otro,Colombia,1,2,2,5,3,1,4,3
Familiar,117.81,Efectivo,7,No,Evento,EEUU,5,2,2,3,3,1,1,3
Estándar,83.1,Efectivo,6,No,Negocios,Argentina,4,4,2,3,2,1,2,3
Premium,120.29,Efectivo,7,Sí,Negocios,EEUU,3,4,1,1,4,3,5,3
Suite,60.86,Transferencia,7,Sí,Negocios,España,4,1,2,2,5,4,3,3
Familiar,100.49,Efectivo,8,No,Vacaciones,España,3,5,4,4,2,4,2,3
Suite,62.55,Online,8,No,Otro,México,2,3,2,4,4,4,5,3
Premium,147.76,Transferencia,2,No,Otro,México,3,4,4,5,5,5,2,5
Premium,148.66,Tarjeta,4,No,Negocios,España,1,1,3,3,1,3,1,2
Estándar,50.79,Tarjeta,4,No,Vacaciones,Brasil,3,5,5,5,4,2,4,3
Familiar,173.36,Online,8,Sí,Vacaciones,EEUU,2,5,2,1,3,5,5,3
Estándar,219.9,Online,3,Sí,Otro,Colombia,2,2,4,3,4,1,4,3
Premium,121.84,Online,3,Sí,Otro,Argentina,4,1,4,4,4,4,4,3
Suite,94.36,Online,2,Sí,Vacaciones,Argentina,2,1,5,1,4,1,3,2
Estándar,232.97,Transferencia,1,Sí,Evento,España,1,2,3,1,5,5,5,2
Estándar,67.24,Online,8,Sí,Vacaciones,Brasil,3,3,2,5,5,4,3,4
Suite,120.8,Efectivo,9,No,Evento,Colombia,5,4,4,5,1,3,4,4
Estándar,127.18,Tarjeta,9,No,Otro,México,2,2,2,2,1,4,1,2
Suite,173.81,Online,8,No,Vacaciones,Colombia,3,4,1,4,5,4,1,3
Familiar,134.39,Efectivo,5,No,Vacaciones,España,4,1,4,4,5,4,2,3
Suite,100.05,Online,1,Sí,Vacaciones,EEUU,5,2,3,5,2,5,2,4
Familiar,81.95,Efectivo,9,No,Vacaciones,España,4,3,5,4,4,4,5,5
Suite,106.33,Transferencia,6,No,Negocios,Argentina,1,4,4,4,4,5,1,3
Premium,79.72,Tarjeta,7,No,Negocios,Argentina,4,4,1,1,3,1,4,3
Premium,121.91,Tarjeta,8,No,Otro,Alemania,3,4,5,3,5,3,1,4
Familiar,97.43,Transferencia,5,Sí,Otro,Brasil,5,1,3,3,5,4,5,3
Familiar,60.24,Efectivo,6,No,Vacaciones,Brasil,4,4,2,2,1,5,2,3
Premium,170.21,Online,7,Sí,Negocios,Brasil,4,5,2,3,1,4,2,4
Familiar,100.09,Efectivo,7,Sí,Otro,Alemania,1,4,4,4,4,4,3,3
Suite,69.27,Tarjeta,2,Sí,Evento,Alemania,3,1,5,1,4,4,2,3
Suite,113.27,Transferencia,1,Sí,Negocios,EEUU,4,2,1,3,5,2,4,3
Premium,122.73,Transferencia,8,Sí,Negocios,Brasil,3,4,1,4,4,3,5,3
Estándar,50.14,Efectivo,5,Sí,Negocios,España,2,4,3,4,5,3,2,4
Suite,133.27,Efectivo,2,Sí,Vacaciones,Alemania,1,2,5,5,3,5,2,4
Familiar,78.11,Transferencia,3,No,Evento,España,1,5,5,5,3,1,4,3
Estándar,188.44,Tarjeta,6,Sí,Vacaciones,México,1,1,2,3,2,1,2,1
Estándar,140.96,Online,6,Sí,Otro,Brasil,3,2,3,5,1,1,4,3
Suite,104.0,Online,8,No,Evento,Alemania,4,1,3,4,2,4,2,3
Suite,90.19,Efectivo,5,No,Vacaciones,Alemania,4,2,3,4,3,5,4,3
Estándar,115.8,Transferencia,5,Sí,Negocios,EEUU,3,3,5,5,4,4,2,4
Estándar,144.51,Transferencia,7,Sí,Evento,España,3,5,2,1,1,2,5,4
Premium,118.98,Transferencia,5,No,Negocios,EEUU,2,3,3,5,1,5,3,4
Familiar,111.31,Tarjeta,9,Sí,Otro,EEUU,5,2,2,1,2,5,3,2
Premium,122.33,Efectivo,6,No,Evento,España,5,2,3,5,1,5,1,2
Suite,95.85,Efectivo,7,Sí,Otro,México,1,1,5,4,3,2,3,3
Premium,106.27,Efectivo,8,No,Otro,España,4,2,2,4,4,5,4,4
Premium,40.0,Tarjeta,5,No,Otro,México,1,1,4,5,2,2,4,3
Premium,158.95,Efectivo,4,No,Evento,EEUU,4,1,3,2,4,1,3,3
Premium,131.95,Online,8,Sí,Otro,México,4,2,5,1,2,5,4,3
Familiar,89.06,Efectivo,9,No,Vacaciones,Brasil,2,1,2,2,5,4,5,3
Familiar,195.95,Efectivo,1,Sí,Vacaciones,México,3,5,1,4,1,3,4,3
Estándar,123.48,Efectivo,3,No,Otro,México,3,3,5,1,5,2,5,4
Suite,78.55,Tarjeta,4,No,Negocios,Alemania,3,2,5,5,1,1,5,2
Premium,154.27,Online,7,No,Otro,Alemania,5,1,1,1,5,1,5,2
Estándar,135.92,Online,6,No,Otro,Argentina,3,1,1,1,4,3,2,2
Estándar,135.78,Transferencia,1,Sí,Negocios,EEUU,5,1,4,3,3,5,1,3
Estándar,102.97,Transferencia,4,No,Evento,España,1,1,4,1,2,4,4,3
Familiar,138.02,Online,6,No,Evento,México,5,5,4,4,1,3,2,3
Premium,109.53,Efectivo,3,No,Otro,Brasil,4,2,5,2,2,5,1,2
Premium,142.24,Efectivo,2,No,Vacaciones,Alemania,2,2,5,2,3,5,2,4
Suite,43.8,Efectivo,2,Sí,Vacaciones,España,2,5,5,5,5,2,4,4
Premium,102.65,Tarjeta,4,No,Vacaciones,Brasil,4,5,4,3,4,4,5,4
Premium,188.89,Efectivo,1,No,Otro,México,1,5,2,2,2,4,2,2
Estándar,89.32,Tarjeta,2,No,Vacaciones,España,2,2,5,2,5,2,1,3
Suite,95.85,Online,2,No,Vacaciones,Argentina,4,4,5,1,1,5,1,3
Premium,102.08,Efectivo,4,No,Evento,Brasil,2,3,5,4,2,5,1,3
Familiar,71.41,Efectivo,4,Sí,Otro,Colombia,5,5,4,4,2,4,2,4
Premium,40.0,Transferencia,1,No,Evento,Brasil,2,5,3,5,1,4,1,4
Estándar,110.78,Online,7,No,Negocios,Brasil,5,2,4,4,3,4,3,4
Familiar,125.43,Efectivo,7,No,Evento,México,5,2,3,2,5,4,1,4
Estándar,117.9,Tarjeta,1,No,Otro,España,2,3,4,1,2,5,1,3
Premium,114.2,Online,8,No,Vacaciones,México,2,1,2,4,5,4,2,4
Familiar,121.72,Transferencia,7,Sí,Otro,México,5,2,2,3,4,5,4,3
Suite,160.91,Online,7,Sí,Evento,Colombia,2,3,5,3,5,2,2,3
Suite,112.38,Tarjeta,6,No,Otro,Argentina,1,2,4,3,5,1,2,2
Familiar,97.04,Transferencia,4,No,Otro,Brasil,3,2,3,4,1,2,3,3
Familiar,108.75,Tarjeta,8,No,Evento,España,3,2,3,1,5,2,4,3
Estándar,143.17,Online,2,No,Evento,Argentina,4,4,2,4,3,3,2,3
Familiar,176.48,Transferencia,7,No,Negocios,EEUU,3,4,5,2,5,2,3,3
Estándar,94.87,Tarjeta,3,No,Negocios,Alemania,1,5,3,4,4,3,2,4
Premium,123.96,Online,3,No,Evento,Argentina,3,4,4,3,5,3,3,4
Estándar,133.53,Tarjeta,7,No,Otro,México,3,3,5,3,1,3,5,4
Familiar,80.3,Efectivo,3,Sí,Evento,México,1,2,4,1,4,2,1,2
Familiar,120.82,Online,5,No,Vacaciones,México,5,4,4,5,1,1,1,3
Premium,61.37,Transferencia,8,No,Negocios,México,3,2,2,3,3,3,2,3
Familiar,49.24,Transferencia,4,No,Vacaciones,Alemania,4,1,4,3,3,4,3,3
Familiar,134.67,Efectivo,7,Sí,Otro,EEUU,3,5,1,5,1,4,5,3
Suite,104.65,Tarjeta,7,Sí,Vacaciones,Colombia,3,4,5,4,3,5,1,4
Suite,128.09,Tarjeta,2,No,Evento,EEUU,1,2,1,3,1,4,2,2
Premium,119.28,Transferencia,8,Sí,Evento,Alemania,1,1,4,1,2,4,2,2
Estándar,80.94,Tarjeta,9,No,Evento,España,4,5,4,4,5,3,3,4
Suite,118.19,Online,6,No,Vacaciones,Colombia,2,5,2,4,2,2,4,2
Estándar,70.68,Online,5,No,Vacaciones,Colombia,1,1,2,3,3,4,2,1
Familiar,175.64,Transferencia,1,Sí,Vacaciones,España,2,4,2,4,1,2,5,2
Suite,65.76,Online,1,Sí,Evento,Brasil,4,4,2,4,1,1,5,3
Premium,112.17,Transferencia,9,No,Evento,México,3,2,3,1,1,4,4,2
Premium,78.31,Tarjeta,4,No,Evento,Alemania,3,3,2,4,1,1,5,3
Premium,142.82,Tarjeta,1,Sí,Vacaciones,España,2,2,4,3,5,1,3,3
Suite,106.74,Tarjeta,3,Sí,Vacaciones,EEUU,4,2,4,3,4,5,2,3
Estándar,99.25,Efectivo,6,No,Otro,EEUU,4,2,5,5,2,2,3,3
Familiar,154.13,Transferencia,8,Sí,Negocios,Brasil,1,1,1,2,3,2,4,2
Estándar,121.18,Online,2,No,Evento,España,2,5,3,5,1,5,4,3
Estándar,140.67,Tarjeta,8,No,Vacaciones,Alemania,1,5,3,1,2,3,3,3
Familiar,80.75,Efectivo,1,No,Negocios,Brasil,2,3,5,1,4,5,1,3
Familiar,63.81,Online,2,No,Vacaciones,Brasil,1,4,5,3,2,5,4,5
Suite,124.29,Online,8,No,Vacaciones,Brasil,1,2,2,2,3,5,2,3
Suite,107.25,Online,7,Sí,Evento,Colombia,4,1,5,5,1,1,4,3
Suite,145.06,Tarjeta,5,No,Negocios,Colombia,4,1,3,2,3,2,3,3
Suite,116.8,Online,2,No,Vacaciones,México,3,2,1,3,1,3,3,2
Suite,128.2,Transferencia,9,No,Negocios,Alemania,3,1,1,4,4,4,5,4
Familiar,55.06,Efectivo,5,No,Negocios,EEUU,4,1,3,3,3,4,1,2
Estándar,195.54,Online,8,No,Evento,EEUU,4,2,2,3,2,4,3,3
Suite,113.43,Online,4,Sí,Negocios,México,1,3,1,2,4,3,5,2
Suite,147.9,Transferencia,9,No,Otro,EEUU,3,1,1,1,3,4,5,3
Estándar,86.56,Online,7,Sí,Otro,Brasil,4,5,2,4,1,3,2,3
Suite,132.32,Tarjeta,2,No,Evento,México,2,5,1,4,4,4,5,3
Estándar,67.89,Tarjeta,3,Sí,Evento,México,2,5,4,1,1,4,1,3
Estándar,138.08,Tarjeta,2,Sí,Otro,España,3,2,3,2,5,3,2,4
Familiar,105.76,Online,5,Sí,Evento,Colombia,2,5,1,2,2,2,3,2
Premium,121.17,Efectivo,2,Sí,Negocios,Alemania,1,4,1,1,1,3,3,1
Familiar,147.92,Efectivo,5,No,Vacaciones,Alemania,3,1,2,5,3,3,5,3
Premium,70.7,Online,9,No,Evento,Colombia,4,3,1,2,5,5,4,3
Premium,92.62,Efectivo,2,No,Otro,Brasil,2,5,2,1,4,1,1,2
Premium,138.29,Efectivo,9,Sí,Vacaciones,Alemania,1,2,3,5,3,1,1,2
Suite,203.93,Online,7,No,Negocios,EEUU,4,3,4,3,4,2,5,4
Familiar,114.48,Tarjeta,7,No,Vacaciones,EEUU,5,2,5,4,5,2,1,3
Premium,143.65,Online,5,No,Otro,Alemania,1,3,3,1,3,2,2,3
Estándar,115.72,Tarjeta,8,No,Vacaciones,Argentina,2,3,1,2,1,1,5,2
Suite,197.69,Tarjeta,7,No,Otro,Argentina,1,1,4,4,3,2,4,2
Familiar,50.11,Efectivo,6,No,Evento,España,5,3,5,5,2,2,3,4
Premium,123.78,Efectivo,2,Sí,Evento,Alemania,5,4,5,4,1,3,1,4
Estándar,54.98,Tarjeta,6,No,Otro,México,1,4,1,1,2,3,3,2
Familiar,40.0,Tarjeta,2,Sí,Evento,Brasil,4,4,5,3,3,1,4,4
Familiar,131.9,Efectivo,1,Sí,Negocios,México,4,2,5,5,3,3,4,4
Suite,125.58,Transferencia,9,Sí,Vacaciones,Colombia,5,1,3,5,4,2,2,3
Familiar,108.61,Tarjeta,5,No,Otro,Brasil,3,2,3,5,3,3,4,4
Suite,115.75,Tarjeta,4,No,Otro,Brasil,3,5,5,4,1,5,4,3
Premium,243.93,Tarjeta,8,No,Otro,EEUU,4,4,2,3,2,3,1,3
Suite,109.67,Efectivo,5,No,Negocios,Brasil,3,1,1,1,5,1,3,2
Estándar,140.4,Online,7,Sí,Negocios,España,4,4,2,1,2,2,1,3
Suite,94.03,Tarjeta,3,No,Negocios,Alemania,2,1,2,4,4,2,1,3
Estándar,131.81,Tarjeta,8,No,Otro,México,4,2,5,1,5,1,5,4
Suite,110.47,Tarjeta,8,No,Negocios,EEUU,2,2,1,1,5,3,5,3
Familiar,103.58,Online,3,No,Evento,Argentina,5,4,2,3,3,2,2,3
Premium,192.76,Online,9,No,Vacaciones,EEUU,3,3,3,4,4,2,2,2
Estándar,167.09,Tarjeta,8,No,Evento,España,5,1,3,4,4,5,4,4
Suite,125.47,Tarjeta,1,Sí,Evento,España,1,5,1,5,3,1,2,2
Suite,40.0,Transferencia,8,Sí,Negocios,España,1,3,2,1,1,3,2,2
Suite,105.56,Online,4,Sí,Otro,España,5,2,4,2,3,3,4,3
Familiar,228.12,Transferencia,6,Sí,Evento,Argentina,4,1,4,3,4,2,3,3
Familiar,110.77,Tarjeta,9,No,Vacaciones,México,4,3,1,3,5,4,4,3
Estándar,164.13,Tarjeta,5,No,Negocios,España,3,5,1,2,1,5,4,3
Estándar,177.68,Tarjeta,7,No,Evento,EEUU,5,3,4,5,4,5,3,4
Familiar,128.76,Tarjeta,1,No,Negocios,EEUU,1,5,2,2,4,5,4,3
Estándar,86.33,Efectivo,9,No,Vacaciones,Argentina,5,2,2,2,3,2,5,3
Premium,40.0,Efectivo,6,Sí,Negocios,Brasil,5,1,5,5,2,1,2,2
Premium,147.37,Efectivo,4,Sí,Otro,Alemania,3,2,1,2,4,1,4,2
Familiar,87.41,Transferencia,6,No,Evento,EEUU,4,1,2,5,2,5,1,3
Estándar,127.05,Online,5,No,Evento,EEUU,1,3,4,1,1,4,2,3
Suite,70.01,Tarjeta,3,No,Otro,Argentina,3,2,4,5,5,4,5,5
Premium,109.39,Online,7,No,Vacaciones,México,1,1,3,4,2,3,5,2
Familiar,121.35,Efectivo,3,No,Vacaciones,Brasil,1,5,2,4,2,4,4,3
Estándar,130.74,Tarjeta,2,No,Negocios,EEUU,4,1,5,2,2,5,3,3
Familiar,75.41,Tarjeta,4,No,Evento,Colombia,4,2,5,4,2,3,1,3
Suite,167.88,Transferencia,7,No,Vacaciones,EEUU,3,2,1,5,2,5,4,3
Premium,96.12,Online,5,Sí,Otro,Alemania,2,3,3,1,1,1,3,2
Familiar,53.02,Transferencia,9,Sí,Otro,Alemania,3,5,4,5,4,5,5,3
Familiar,115.64,Efectivo,7,Sí,Otro,Brasil,3,1,4,3,5,3,2,4
Familiar,121.38,Online,9,No,Vacaciones,Brasil,2,2,1,2,4,5,5,3
Suite,126.42,Efectivo,9,No,Otro,España,1,1,5,1,1,2,4,2
Familiar,174.49,Transferencia,2,Sí,Evento,México,5,4,5,2,1,3,3,3
Suite,110.54,Transferencia,1,No,Vacaciones,Alemania,2,5,4,3,2,4,4,4
Suite,115.22,Tarjeta,4,Sí,Vacaciones,Colombia,5,5,1,4,1,1,5,3
Suite,75.87,Online,4,No,Evento,Colombia,1,4,2,3,1,4,1,3
Premium,152.82,Online,2,No,Otro,España,2,5,3,4,2,5,5,4
Premium,127.37,Tarjeta,3,No,Vacaciones,México,4,4,5,2,1,4,4,3
Familiar,103.2,Online,3,No,Evento,México,3,1,5,2,1,3,3,2
Familiar,43.81,Efectivo,5,Sí,Evento,Brasil,2,4,5,2,1,2,4,3
Premium,177.78,Efectivo,1,No,Negocios,EEUU,2,3,2,5,3,4,2,3
Estándar,70.89,Transferencia,9,Sí,Otro,Colombia,1,4,2,1,4,5,2,3
Premium,96.35,Efectivo,8,Sí,Otro,Colombia,4,1,3,5,3,4,3,4
Suite,134.33,Online,8,Sí,Evento,Argentina,2,5,5,3,4,4,5,4
Premium,72.14,Tarjeta,3,No,Vacaciones,Colombia,4,3,4,1,2,3,4,2
Suite,60.26,Transferencia,2,No,Negocios,Colombia,5,4,5,2,2,5,2,3
Familiar,40.0,Tarjeta,1,No,Negocios,Argentina,2,1,3,2,4,5,1,3
Estándar,148.84,Transferencia,6,No,Vacaciones,Alemania,4,3,3,2,4,2,2,4
Familiar,98.19,Transferencia,1,Sí,Negocios,México,3,3,4,4,5,3,5,3
Suite,237.09,Tarjeta,5,No,Vacaciones,EEUU,1,3,2,3,4,3,3,2
Suite,80.23,Efectivo,9,No,Negocios,Alemania,4,4,4,5,4,1,1,4
Suite,83.14,Efectivo,9,No,Vacaciones,México,1,1,3,3,2,2,4,2
Estándar,97.38,Efectivo,4,No,Evento,España,2,1,4,4,2,2,4,3
Premium,129.73,Efectivo,7,Sí,Evento,Colombia,2,1,5,4,1,5,3,3
Familiar,101.19,Tarjeta,7,Sí,Negocios,EEUU,5,2,3,3,1,5,1,3
Familiar,144.49,Online,4,No,Negocios,México,1,5,2,4,2,2,1,3
Premium,80.86,Transferencia,5,Sí,Evento,España,3,1,2,1,1,3,1,1
Familiar,64.74,Tarjeta,9,Sí,Otro,Colombia,3,2,4,2,3,1,3,2
Estándar,48.07,Efectivo,7,No,Vacaciones,España,4,2,4,5,3,5,3,4
Familiar,40.0,Efectivo,7,No,Otro,Argentina,3,3,4,4,1,1,4,3
Suite,99.28,Tarjeta,7,No,Negocios,España,1,5,5,5,1,2,2,3
Premium,107.96,Transferencia,9,No,Evento,Alemania,2,3,2,2,4,3,5,3
Estándar,94.74,Tarjeta,5,No,Negocios,España,1,5,3,3,4,1,4,3
Premium,169.74,Tarjeta,6,Sí,Otro,Alemania,1,3,3,2,3,4,1,2
Estándar,169.12,Online,3,No,Evento,Brasil,2,4,2,5,3,2,2,2
Suite,106.61,Tarjeta,1,No,Evento,Alemania,1,5,4,1,4,3,5,3
Premium,48.24,Online,2,Sí,Evento,Argentina,3,2,1,3,4,2,1,2
Familiar,97.33,Transferencia,8,Sí,Vacaciones,Argentina,4,2,4,4,4,2,3,3
