Nombres,nivel_satisfaccion,ultima_evaluacion,numero_proyectos,prom_horas_mes,tiempo_empresa,"accidente_trabajo (0 No, 1 Si)","promocion_ultimos_5 (0 Si, 1 No)","salario (0 Bajo, 1 Medio, 2 2)","renuncio (1 Si, 0 No)"
Empleado 1420,0.75,0.87,5,246,5,0,0,0,1
Empleado 1421,0.44,0.57,2,145,3,0,0,0,1
Empleado 1422,0.86,0.93,5,241,5,1,0,0,1
Empleado 1423,0.1,0.82,6,269,4,0,0,0,1
Empleado 1424,0.39,0.49,2,146,3,0,0,0,1
Empleado 1425,0.45,0.48,2,149,3,0,0,0,1
Empleado 1426,0.1,0.94,7,287,4,0,0,1,1
Empleado 1427,0.36,0.55,2,138,3,0,0,1,1
Empleado 1428,0.57,0.61,4,158,5,0,0,1,1
Empleado 1429,0.09,0.87,6,266,4,0,0,1,1
Empleado 1430,0.87,0.91,4,255,5,0,0,1,1
Empleado 1431,0.43,0.52,2,156,3,0,0,1,1
Empleado 1432,0.36,0.5,2,147,3,0,0,1,1
Empleado 1433,0.91,0.99,5,265,5,1,0,1,1
Empleado 1434,0.41,0.48,2,136,3,0,0,1,1
Empleado 1435,0.37,0.52,2,140,3,0,0,1,1
Empleado 1436,0.43,0.45,2,146,3,0,0,1,1
Empleado 1437,0.43,0.57,2,142,3,0,0,1,1
Empleado 1438,0.4,0.53,2,155,3,0,0,2,1
Empleado 1439,0.1,0.89,7,285,4,0,0,0,1
Empleado 1440,0.76,0.99,4,253,5,1,0,1,1
Empleado 1441,0.82,0.93,4,248,5,0,0,1,1
Empleado 1442,0.11,0.83,7,255,5,0,0,1,1
Empleado 1443,0.43,0.52,2,154,3,1,0,1,1
Empleado 1444,0.11,0.88,7,305,4,0,0,0,1
Empleado 1445,0.41,0.48,2,141,3,0,0,0,1
Empleado 1446,0.73,0.87,5,252,5,0,0,0,1
Empleado 1447,0.37,0.57,2,157,3,0,0,0,1
Empleado 1448,0.11,0.89,6,250,4,0,0,0,1
Empleado 1449,0.46,0.52,2,131,3,0,0,0,1
Empleado 1450,0.41,0.5,2,149,3,0,0,0,1
Empleado 1451,0.78,0.78,4,260,5,0,0,0,1
Empleado 1452,0.78,0.86,5,260,6,0,0,0,1
Empleado 1453,0.72,0.86,5,251,5,0,0,0,1
Empleado 1454,0.63,0.83,6,242,5,0,0,0,1
Empleado 1455,0.55,1,6,136,3,0,0,0,1
Empleado 1456,0.45,0.55,2,155,3,0,0,0,1
Empleado 1457,0.39,0.51,2,155,3,0,0,0,1
Empleado 1458,0.1,0.81,6,248,4,0,0,0,1
Empleado 1459,0.4,0.5,2,136,3,0,0,0,1
Empleado 1460,0.39,0.54,2,133,3,0,0,0,1
Empleado 1461,0.78,0.45,4,128,2,0,0,0,1
Empleado 1462,0.42,0.53,2,142,3,0,0,0,1
Empleado 1463,0.39,0.54,2,149,3,0,0,0,1
Empleado 1464,0.46,0.57,2,145,3,0,0,0,1
Empleado 1465,0.1,0.92,6,279,4,0,0,1,1
Empleado 1466,0.45,0.47,2,146,3,0,0,1,1
Empleado 1467,0.1,0.83,6,264,4,1,0,1,1
Empleado 1468,0.1,0.89,7,272,4,0,0,1,1
Empleado 1469,0.78,0.86,5,256,5,0,0,1,1
Empleado 1470,0.4,0.65,2,296,5,0,0,1,1
Empleado 1471,0.45,0.51,2,155,3,1,0,1,1
Empleado 1472,0.39,0.56,2,130,3,0,0,1,1
Empleado 1473,0.43,0.48,2,157,3,0,0,1,1
Empleado 1474,0.09,0.96,6,245,4,0,0,1,1
Empleado 1475,0.79,0.86,5,226,5,0,0,1,1
Empleado 1476,0.44,0.47,2,156,3,1,0,1,1
Empleado 1477,0.79,0.95,5,228,5,0,0,2,1
Empleado 1478,0.38,0.46,2,155,3,0,0,0,1
Empleado 1479,0.36,0.56,2,159,3,0,0,1,1
Empleado 1480,0.39,0.57,2,142,3,0,0,1,1
Empleado 1481,0.09,0.93,6,271,4,0,0,1,1
Empleado 1482,0.16,0.65,4,277,5,0,0,1,1
Empleado 1483,0.09,0.77,6,310,4,0,0,0,1
Empleado 1484,0.11,0.87,6,254,4,0,0,0,1
Empleado 1485,0.44,0.56,2,142,3,0,0,0,1
Empleado 1486,0.11,0.88,7,253,4,0,0,0,1
Empleado 1487,0.11,0.97,6,260,4,0,0,0,1
Empleado 1488,0.45,0.52,2,147,3,0,0,0,1
Empleado 1489,0.1,0.96,7,288,4,0,0,0,1
Empleado 1490,0.4,0.46,2,160,3,0,0,0,1
Empleado 1491,0.38,0.55,2,130,3,0,0,0,1
Empleado 1492,0.39,0.56,2,133,3,0,0,0,1
Empleado 1493,0.38,0.55,2,160,3,0,0,0,1
Empleado 1494,0.38,0.45,2,151,3,0,0,0,1
Empleado 1495,0.17,0.75,3,188,4,0,0,0,1
Empleado 1496,0.79,0.84,5,247,5,0,0,0,1
Empleado 1497,0.1,0.85,7,259,4,0,0,0,1
Empleado 1498,0.37,0.48,2,129,3,0,0,0,1
Empleado 1499,0.42,0.49,2,152,3,0,0,0,1
Empleado 1500,0.44,0.48,2,128,3,0,0,0,1
Empleado 1501,0.11,0.83,6,253,4,0,0,0,1
Empleado 1502,0.39,0.48,2,151,3,0,0,0,1
Empleado 1503,0.1,0.83,5,271,5,0,0,0,1
Empleado 1504,0.4,0.46,2,155,3,0,0,1,1
Empleado 1505,0.86,0.91,5,245,5,0,0,1,1
Empleado 1506,0.37,0.46,2,157,3,0,0,1,1
Empleado 1507,0.4,0.51,2,160,3,0,0,1,1
Empleado 1508,0.43,0.48,2,149,3,0,0,1,1
Empleado 1509,0.88,0.88,5,248,5,0,0,1,1
Empleado 1510,0.44,0.52,2,128,3,0,0,1,1
Empleado 1511,0.87,1,4,224,5,0,0,1,1
Empleado 1512,0.4,0.46,2,156,3,0,0,1,1
Empleado 1513,0.45,0.52,2,143,3,0,0,1,1
Empleado 1514,0.84,0.93,4,250,5,0,0,1,1
Empleado 1515,0.1,0.68,3,179,3,0,0,1,1
Empleado 1516,0.72,0.99,5,257,5,0,0,2,1
Empleado 1517,0.4,0.5,2,127,3,0,0,0,1
Empleado 1518,0.45,0.5,2,145,3,0,0,1,1
Empleado 1519,0.89,0.98,5,274,5,0,0,1,1
Empleado 1520,0.4,0.55,2,131,3,0,0,1,1
Empleado 1521,0.38,0.53,2,136,3,0,0,1,1
Empleado 1522,0.38,0.47,2,140,3,1,0,0,1
Empleado 1523,0.1,0.82,7,265,4,0,0,0,1
Empleado 1524,0.42,0.48,2,148,3,1,0,0,1
Empleado 1525,0.74,0.86,5,262,5,0,0,0,1
Empleado 1526,0.1,0.8,6,261,4,0,0,0,1
Empleado 1527,0.82,0.9,5,248,5,0,0,0,1
Empleado 1528,0.38,0.55,2,131,3,0,0,0,1
Empleado 1529,0.41,0.56,2,160,3,0,0,0,1
Empleado 1530,0.4,0.47,2,152,3,0,0,0,1
Empleado 1531,0.83,0.98,4,249,5,0,0,0,1
Empleado 1532,0.36,0.57,2,144,3,0,0,0,1
Empleado 1533,0.75,0.98,4,245,5,0,0,0,1
Empleado 1534,0.44,0.53,2,146,3,0,0,0,1
Empleado 1535,0.1,0.94,6,297,5,0,0,0,1
Empleado 1536,0.39,0.52,2,148,3,1,0,0,1
Empleado 1537,0.09,0.84,7,260,4,0,0,0,1
Empleado 1538,0.4,0.57,2,152,3,0,0,0,1
Empleado 1539,0.41,0.54,2,135,3,0,0,0,1
Empleado 1540,0.83,0.92,4,235,5,0,0,0,1
Empleado 1541,0.42,0.47,2,145,3,0,0,0,1
Empleado 1542,0.61,0.46,5,220,4,0,0,0,1
Empleado 1543,0.44,0.52,2,128,3,0,0,1,1
Empleado 1544,0.77,0.81,5,237,5,0,0,1,1
Empleado 1545,0.81,0.95,4,275,5,0,0,1,1
Empleado 1546,0.1,0.78,6,310,4,0,0,1,1
Empleado 1547,0.73,0.84,5,251,6,0,0,1,1
Empleado 1548,0.09,0.83,6,250,4,0,0,1,1
Empleado 1549,0.9,0.99,4,259,6,0,0,1,1
Empleado 1550,0.88,1,4,259,5,0,0,1,1
Empleado 1551,0.09,0.87,7,305,4,0,0,1,1
Empleado 1552,0.4,0.56,2,130,3,1,0,1,1
Empleado 1553,0.17,0.55,6,250,5,0,0,1,1
Empleado 1554,0.82,0.82,5,220,6,0,0,1,1
Empleado 1555,0.9,0.83,4,266,5,0,0,2,1
Empleado 1556,0.83,0.92,4,255,5,0,0,0,1
Empleado 1557,0.44,0.5,2,154,3,0,0,1,1
Empleado 1558,0.5,0.85,4,138,3,0,0,1,1
Empleado 1559,0.14,0.61,6,291,5,0,0,1,1
Empleado 1560,0.77,0.82,4,217,5,0,0,1,1
Empleado 1561,0.09,0.83,6,286,4,0,0,0,1
Empleado 1562,0.11,0.88,6,290,4,0,0,0,1
Empleado 1563,0.44,0.57,2,148,3,0,0,0,1
Empleado 1564,0.43,0.52,2,146,3,0,0,0,1
Empleado 1565,0.12,0.8,5,136,2,0,0,0,1
Empleado 1566,0.1,0.86,7,261,5,0,0,0,1
Empleado 1567,0.1,0.96,6,274,4,0,0,0,1
Empleado 1568,0.4,0.48,2,132,3,0,0,0,1
Empleado 1569,0.41,0.47,2,145,3,0,0,0,1
Empleado 1570,0.37,0.48,2,153,3,0,0,0,1
Empleado 1571,0.4,0.48,2,139,3,0,0,0,1
Empleado 1572,0.74,0.96,4,231,5,0,0,0,1
Empleado 1573,0.39,0.48,2,154,3,0,0,0,1
Empleado 1574,0.11,0.9,5,307,4,0,0,0,1
Empleado 1575,0.36,0.51,2,129,3,0,0,0,1
Empleado 1576,0.8,0.83,5,275,5,0,0,0,1
Empleado 1577,0.6,0.85,3,250,2,0,0,0,1
Empleado 1578,0.36,0.54,2,158,3,0,0,0,1
Empleado 1579,0.1,0.96,6,310,5,0,0,0,1
Empleado 1580,0.65,0.86,2,181,2,0,0,0,1
Empleado 1581,0.49,0.73,4,244,3,0,0,0,1
Empleado 1582,0.73,0.96,5,256,6,1,0,1,1
Empleado 1583,0.11,0.8,6,259,5,0,0,1,1
Empleado 1584,0.73,0.91,4,247,5,0,0,1,1
Empleado 1585,0.43,0.46,2,129,3,0,0,1,1
Empleado 1586,0.73,0.93,5,229,5,0,0,1,1
Empleado 1587,0.76,0.85,5,236,6,0,0,1,1
Empleado 1588,0.09,0.96,6,281,4,0,0,1,1
Empleado 1589,0.9,0.81,5,264,5,0,0,1,1
Empleado 1590,0.1,0.81,6,308,4,0,0,1,1
Empleado 1591,0.43,0.48,2,147,3,0,0,1,1
Empleado 1592,0.41,0.55,2,159,3,0,0,1,1
Empleado 1593,0.41,0.57,2,154,3,0,0,1,1
Empleado 1594,0.1,0.87,6,307,4,0,0,2,1
Empleado 1595,0.4,0.46,2,132,3,0,0,0,1
Empleado 1596,0.4,0.53,2,152,3,0,0,1,1
Empleado 1597,0.36,0.48,5,310,3,0,0,1,1
Empleado 1598,0.83,0.95,5,230,5,0,0,1,1
Empleado 1599,0.83,0.94,5,273,5,0,0,1,1
Empleado 1600,0.41,0.51,2,144,3,0,0,0,1
Empleado 1601,0.11,0.93,7,296,4,0,0,0,1
Empleado 1602,0.68,0.62,5,198,5,1,0,0,1
Empleado 1603,0.43,0.53,2,157,3,0,0,0,1
Empleado 1604,0.44,0.51,2,145,3,0,0,0,1
Empleado 1605,0.87,0.94,5,219,5,0,0,0,1
Empleado 1606,0.43,0.54,2,153,3,0,0,0,1
Empleado 1607,0.89,0.48,3,178,5,0,0,0,1
Empleado 1608,0.83,0.88,5,239,5,0,0,0,1
Empleado 1609,0.11,0.87,6,278,5,0,0,0,1
Empleado 1610,0.85,1,6,260,3,1,0,0,1
Empleado 1611,0.89,0.97,4,264,5,0,0,0,1
Empleado 1612,0.09,0.92,7,301,4,0,0,0,1
Empleado 1613,0.43,0.55,4,134,3,0,0,0,1
Empleado 1614,0.42,0.46,2,147,3,0,0,0,1
Empleado 1615,0.43,0.54,2,130,3,0,0,0,1
Empleado 1616,0.1,0.93,6,307,4,0,0,0,1
Empleado 1617,0.37,0.46,2,156,3,0,0,0,1
Empleado 1618,0.76,0.98,4,237,5,0,0,0,1
Empleado 1619,0.88,0.89,4,254,5,0,0,0,1
Empleado 1620,0.39,0.48,2,151,3,0,0,0,1
Empleado 1621,0.45,0.54,2,131,3,0,0,1,1
Empleado 1622,0.91,0.95,5,241,5,0,0,1,1
Empleado 1623,0.86,0.85,5,267,5,0,0,1,1
Empleado 1624,0.39,0.53,2,153,3,0,0,1,1
Empleado 1625,0.89,1,4,217,5,0,0,1,1
Empleado 1626,0.11,0.86,6,254,4,0,0,1,1
Empleado 1627,0.1,0.87,6,265,5,0,0,1,1
Empleado 1628,0.38,0.57,2,146,3,0,0,1,1
Empleado 1629,0.4,0.54,2,156,3,0,0,1,1
Empleado 1630,0.86,0.97,5,269,5,0,0,1,1
Empleado 1631,0.1,0.86,6,288,4,0,0,1,1
Empleado 1632,0.1,0.85,6,283,4,0,0,1,1
Empleado 1633,0.42,0.5,2,128,3,0,0,2,1
Empleado 1634,0.36,0.46,2,130,3,0,0,0,1
Empleado 1635,0.39,0.48,2,127,3,0,0,1,1
Empleado 1636,0.43,0.47,2,137,3,0,0,1,1
Empleado 1637,0.36,0.49,2,133,3,0,0,1,1
Empleado 1638,0.09,0.91,6,275,4,0,0,1,1
Empleado 1639,0.42,0.55,2,146,3,0,0,0,1
Empleado 1640,0.42,0.46,2,135,3,0,0,0,1
Empleado 1641,0.91,0.89,5,217,5,0,0,0,1
Empleado 1642,0.41,0.56,2,154,3,0,0,0,1
Empleado 1643,0.11,0.78,6,247,4,0,0,0,1
Empleado 1644,0.09,0.83,6,295,5,0,0,0,1
Empleado 1645,0.83,1,5,224,5,0,0,0,1
Empleado 1646,0.11,0.78,6,281,4,0,0,0,1
Empleado 1647,0.1,0.93,7,258,4,0,0,0,1
Empleado 1648,0.42,0.55,2,150,3,0,0,0,1
Empleado 1649,0.1,0.97,7,282,4,0,0,0,1
Empleado 1650,0.38,0.51,2,138,3,0,0,0,1
Empleado 1651,0.77,0.98,4,238,6,0,0,0,1
Empleado 1652,0.11,0.85,7,244,4,0,0,0,1
Empleado 1653,0.87,0.97,5,250,6,0,0,0,1
Empleado 1654,0.1,0.88,7,282,4,0,0,0,1
Empleado 1655,0.1,0.89,7,253,4,0,0,0,1
Empleado 1656,0.09,0.9,6,256,4,0,0,0,1
Empleado 1657,0.84,0.85,5,260,5,0,0,0,1
Empleado 1658,0.11,0.86,6,245,4,0,0,0,1
Empleado 1659,0.81,0.97,5,230,5,0,0,0,1
Empleado 1660,0.77,0.85,5,276,5,0,0,1,1
Empleado 1661,0.42,0.47,2,137,3,0,0,1,1
Empleado 1662,0.36,0.56,2,140,3,0,0,1,1
Empleado 1663,0.81,0.83,5,269,6,0,0,1,1
Empleado 1664,0.37,0.46,2,130,3,1,0,1,1
Empleado 1665,0.1,0.96,6,264,4,0,0,1,1
Empleado 1666,0.14,0.55,6,175,5,0,0,1,1
Empleado 1667,0.41,0.51,2,159,3,0,0,1,1
Empleado 1668,0.44,0.55,2,128,3,0,1,1,1
Empleado 1669,0.82,0.94,5,232,5,1,0,1,1
Empleado 1670,0.67,0.54,3,166,5,0,0,1,1
Empleado 1671,0.44,0.57,2,141,3,0,0,1,1
Empleado 1672,0.42,0.54,2,143,3,0,0,2,1
Empleado 1673,0.84,0.83,4,239,5,0,0,0,1
Empleado 1674,0.86,1,4,232,5,0,0,1,1
Empleado 1675,0.56,0.86,5,252,2,0,0,1,1
Empleado 1676,0.09,0.93,6,255,4,0,0,1,1
Empleado 1677,0.1,0.81,7,270,4,0,0,1,1
Empleado 1678,0.39,0.54,2,149,3,0,0,0,1
Empleado 1679,0.75,0.89,5,276,5,0,0,0,1
Empleado 1680,0.43,0.55,2,159,3,0,0,0,1
Empleado 1681,0.09,0.96,7,274,5,0,0,0,1
Empleado 1682,0.83,0.94,4,264,5,0,0,0,1
Empleado 1683,0.59,1,3,156,4,0,0,0,1
Empleado 1684,0.44,0.54,2,135,3,0,0,0,1
Empleado 1685,0.38,0.49,2,128,3,0,0,0,1
Empleado 1686,0.76,0.98,5,242,5,0,0,0,1
Empleado 1687,0.22,0.86,4,293,3,0,0,0,1
Empleado 1688,0.4,0.46,2,141,3,0,0,0,1
Empleado 1689,0.41,0.48,2,155,3,0,0,0,1
Empleado 1690,0.38,0.51,2,141,3,0,0,0,1
Empleado 1691,0.45,0.68,4,212,4,1,0,0,1
Empleado 1692,0.39,0.56,2,160,3,0,0,0,1
Empleado 1693,0.45,0.47,2,150,3,0,0,0,1
Empleado 1694,0.42,0.53,2,132,3,1,0,0,1
Empleado 1695,0.1,0.87,6,248,4,0,0,0,1
Empleado 1696,0.78,0.96,5,272,5,0,0,0,1
Empleado 1697,0.39,0.56,2,160,3,0,0,0,1
Empleado 1698,0.1,0.87,7,299,4,0,0,0,1
Empleado 1699,0.1,0.8,6,292,4,0,0,1,1
Empleado 1700,0.43,0.46,2,126,3,0,0,1,1
Empleado 1701,0.38,0.45,2,132,3,0,0,1,1
Empleado 1702,0.09,0.77,6,282,5,0,0,1,1
Empleado 1703,0.39,0.53,2,141,3,0,0,1,1
Empleado 1704,0.73,0.99,6,206,5,0,0,1,1
Empleado 1705,0.38,0.49,2,140,3,0,0,1,1
Empleado 1706,0.1,0.91,6,255,4,0,0,1,1
Empleado 1707,0.41,0.54,2,133,3,0,0,1,1
Empleado 1708,0.43,0.51,2,131,3,0,0,1,1
Empleado 1709,0.79,0.96,4,257,5,0,0,1,1
Empleado 1710,0.1,0.81,6,269,4,0,0,1,1
Empleado 1711,0.11,0.97,6,254,4,0,0,2,1
Empleado 1712,0.42,0.5,2,143,3,0,0,0,1
Empleado 1713,0.36,0.51,2,157,3,0,0,1,1
Empleado 1714,0.63,0.93,5,163,3,0,0,1,1
Empleado 1715,0.41,0.56,2,133,3,0,0,1,1
Empleado 1716,0.36,0.46,2,157,3,0,0,1,1
Empleado 1717,0.1,0.9,6,301,5,0,0,0,1
Empleado 1718,0.11,0.96,6,310,4,0,0,0,1
Empleado 1719,0.44,0.54,2,133,3,0,0,0,1
Empleado 1720,0.77,0.96,5,249,6,0,0,0,1
Empleado 1721,0.91,1,4,251,6,0,0,0,1
Empleado 1722,0.26,0.46,2,242,3,0,0,0,1
Empleado 1723,0.81,0.93,5,265,6,0,0,0,1
Empleado 1724,0.11,0.87,6,280,4,0,0,0,1
Empleado 1725,0.92,0.89,4,241,5,0,0,0,1
Empleado 1726,0.1,0.86,5,253,4,0,0,0,1
Empleado 1727,0.45,0.51,2,137,3,0,0,0,1
Empleado 1728,0.11,0.94,6,266,4,0,0,0,1
Empleado 1729,0.23,0.7,5,168,4,0,0,0,1
Empleado 1730,0.86,0.95,4,270,5,0,0,0,1
Empleado 1731,0.44,0.55,2,141,3,0,0,0,1
Empleado 1732,0.41,0.56,2,133,3,0,0,0,1
Empleado 1733,0.84,0.97,5,256,5,0,0,0,1
Empleado 1734,0.42,0.52,2,160,3,0,0,0,1
Empleado 1735,0.11,0.88,7,275,4,0,0,0,1
Empleado 1736,0.38,0.46,2,160,3,0,0,0,1
Empleado 1737,0.11,0.96,7,244,4,0,0,0,1
Empleado 1738,0.1,0.83,6,271,4,0,0,1,1
Empleado 1739,0.86,0.88,5,268,5,0,0,1,1
Empleado 1740,0.91,1,4,253,5,1,0,1,1
Empleado 1741,0.37,0.53,2,140,3,0,0,1,1
Empleado 1742,0.46,0.5,2,146,3,0,0,1,1
Empleado 1743,0.1,0.89,6,259,5,0,0,1,1
Empleado 1744,0.37,0.46,2,127,3,0,0,1,1
Empleado 1745,0.4,0.48,2,161,3,0,0,1,1
Empleado 1746,0.09,0.78,6,260,4,0,0,1,1
Empleado 1747,0.11,0.89,6,272,4,0,0,1,1
Empleado 1748,0.39,0.48,2,159,3,0,0,1,1
Empleado 1749,0.89,0.96,4,219,6,0,0,1,1
Empleado 1750,0.09,0.91,6,243,4,0,0,2,1
Empleado 1751,0.88,0.97,4,255,5,1,0,0,1
Empleado 1752,0.11,0.9,7,245,4,0,0,1,1
Empleado 1753,0.1,0.95,6,264,5,0,0,1,1
Empleado 1754,0.91,1,4,245,6,0,0,1,1
Empleado 1755,0.44,0.52,2,137,3,0,0,1,1
Empleado 1756,0.63,0.76,2,157,4,0,0,0,1
Empleado 1757,0.1,0.87,7,247,4,0,0,0,1
Empleado 1758,0.36,0.51,2,144,3,0,0,0,1
Empleado 1759,0.45,0.51,2,149,3,0,0,0,1
Empleado 1760,0.73,1,5,253,6,0,0,0,1
Empleado 1761,0.37,0.55,2,140,3,0,0,0,1
Empleado 1762,0.09,0.85,7,307,4,0,0,0,1
Empleado 1763,0.41,0.71,3,205,4,0,0,0,1
Empleado 1764,0.72,1,5,234,5,0,0,0,1
Empleado 1765,0.36,0.54,2,127,3,0,0,0,1
Empleado 1766,0.9,1,4,229,5,0,0,0,1
Empleado 1767,0.44,0.56,2,141,3,0,0,0,1
Empleado 1768,0.78,0.95,4,260,5,0,0,0,1
Empleado 1769,0.37,0.52,2,141,3,0,0,0,1
Empleado 1770,0.4,0.47,2,144,3,1,0,0,1
Empleado 1771,0.84,1,5,250,5,0,0,0,1
Empleado 1772,0.09,0.86,6,245,4,0,0,0,1
Empleado 1773,0.83,0.93,4,269,5,0,0,0,1
Empleado 1774,0.11,0.87,6,273,4,0,0,0,1
Empleado 1775,0.37,0.5,2,142,3,0,0,0,1
Empleado 1776,0.09,0.93,6,273,5,0,0,0,1
Empleado 1777,0.43,0.47,2,248,2,0,0,1,1
Empleado 1778,0.39,0.56,2,147,3,0,0,1,1
Empleado 1779,0.85,0.9,2,168,2,0,0,1,1
Empleado 1780,0.38,0.52,2,128,3,0,0,1,1
Empleado 1781,0.76,0.84,5,227,5,1,0,1,1
Empleado 1782,0.44,0.51,2,135,3,0,0,1,1
Empleado 1783,0.73,1,4,268,5,0,0,1,1
Empleado 1784,0.43,0.53,2,136,3,0,0,1,1
Empleado 1785,0.43,0.51,2,149,3,1,0,1,1
Empleado 1786,0.09,0.96,7,264,4,0,0,1,1
Empleado 1787,0.43,0.53,2,143,3,0,0,1,1
Empleado 1788,0.45,0.57,2,138,3,0,0,1,1
Empleado 1789,0.42,0.48,2,146,3,0,0,2,1
Empleado 1790,0.41,0.46,2,150,3,1,0,0,1
Empleado 1791,0.44,0.55,2,156,3,0,0,1,1
Empleado 1792,0.09,0.92,7,245,4,0,0,1,1
Empleado 1793,0.41,0.51,2,156,3,0,0,1,1
Empleado 1794,0.43,0.51,2,143,3,0,0,1,1
Empleado 1795,0.38,0.51,2,159,3,0,0,0,1
Empleado 1796,0.85,0.96,4,217,5,0,0,0,1
Empleado 1797,0.88,0.91,4,234,6,0,0,0,1
Empleado 1798,0.44,0.46,2,138,3,0,0,0,1
Empleado 1799,0.11,0.92,7,265,4,0,0,0,1
Empleado 1800,0.38,0.5,2,145,3,0,0,0,1
Empleado 1801,0.09,0.78,6,263,4,0,0,0,1
Empleado 1802,0.11,0.79,6,264,4,0,0,0,1
Empleado 1803,0.11,0.88,6,253,4,0,0,0,1
Empleado 1804,0.44,0.48,2,155,3,0,0,0,1
Empleado 1805,0.38,0.51,2,137,3,0,0,0,1
Empleado 1806,0.1,0.87,6,254,5,0,0,0,1
Empleado 1807,0.45,0.57,2,143,3,0,0,0,1
Empleado 1808,0.11,0.94,7,280,5,0,0,0,1
Empleado 1809,0.36,0.48,2,136,3,0,0,0,1
Empleado 1810,0.72,0.95,5,271,5,0,0,0,1
Empleado 1811,0.43,0.48,2,157,3,0,0,0,1
Empleado 1812,0.45,0.5,2,150,3,0,0,0,1
Empleado 1813,0.4,0.53,2,127,3,0,0,0,1
Empleado 1814,0.1,0.81,6,271,4,0,0,0,1
Empleado 1815,0.83,0.93,5,257,5,0,0,0,1
Empleado 1816,0.11,0.8,7,305,4,0,0,1,1
Empleado 1817,0.43,0.5,2,152,3,0,0,1,1
Empleado 1818,0.38,0.5,2,144,3,0,0,1,1
Empleado 1819,0.83,1,5,269,5,0,0,1,1
Empleado 1820,0.11,0.82,7,285,4,0,0,1,1
Empleado 1821,0.43,0.52,2,136,3,0,0,1,1
Empleado 1822,0.11,0.88,6,294,4,0,0,1,1
Empleado 1823,0.43,0.46,2,157,3,0,0,1,1
Empleado 1824,0.1,0.89,6,280,4,0,0,1,1
Empleado 1825,0.44,0.51,2,152,3,0,0,1,1
Empleado 1826,0.82,0.91,5,276,6,0,0,1,1
Empleado 1827,0.1,0.86,6,247,4,0,0,1,1
Empleado 1828,0.1,0.95,5,286,4,0,0,2,1
Empleado 1829,0.3,0.89,5,257,5,0,0,0,1
Empleado 1830,0.1,0.93,6,258,4,0,0,1,1
Empleado 1831,0.39,0.5,2,151,3,0,0,1,1
Empleado 1832,0.14,0.47,4,175,2,0,0,1,1
Empleado 1833,0.82,0.92,4,252,5,0,0,1,1
Empleado 1834,0.1,0.85,6,266,4,0,0,0,1
Empleado 1835,0.09,0.9,6,295,4,0,0,0,1
Empleado 1836,0.54,0.83,6,165,6,0,0,0,1
Empleado 1837,0.61,0.58,2,264,4,0,0,0,1
Empleado 1838,0.1,0.79,6,275,4,0,0,0,1
Empleado 1839,0.1,0.9,6,299,4,0,0,0,1
Empleado 1840,0.36,0.49,2,147,3,0,0,0,1
Empleado 1841,0.1,0.97,7,306,4,0,0,0,1
Empleado 1842,0.84,1,5,242,5,0,0,0,1
Empleado 1843,0.38,0.51,2,159,3,0,0,0,1
Empleado 1844,0.41,0.49,2,147,3,0,0,0,1
Empleado 1845,0.37,0.51,2,154,3,1,0,0,1
Empleado 1846,0.43,0.56,2,129,3,0,0,0,1
Empleado 1847,0.46,0.53,2,161,3,0,0,0,1
Empleado 1848,0.09,0.84,6,269,4,0,0,0,1
Empleado 1849,0.78,0.86,5,274,5,0,0,0,1
Empleado 1850,0.45,0.53,2,159,3,0,0,0,1
Empleado 1851,0.42,0.47,2,135,3,0,0,0,1
Empleado 1852,0.46,0.53,2,147,3,0,0,0,1
Empleado 1853,0.39,0.49,2,142,3,0,0,0,1
Empleado 1854,0.36,0.51,2,130,3,0,0,0,1
Empleado 1855,0.43,0.53,2,147,3,0,0,1,1
Empleado 1856,0.85,0.87,5,246,5,1,0,1,1
Empleado 1857,0.11,0.92,6,281,4,0,0,1,1
Empleado 1858,0.11,0.9,6,253,4,0,0,1,1
Empleado 1859,0.38,0.47,2,128,3,0,0,1,1
Empleado 1860,0.43,0.57,2,129,3,0,0,1,1
Empleado 1861,0.75,1,5,223,6,0,0,1,1
Empleado 1862,0.11,0.92,6,269,4,0,0,1,1
Empleado 1863,0.1,0.9,7,269,4,0,0,1,1
Empleado 1864,0.1,0.81,7,244,5,0,0,1,1
Empleado 1865,0.37,0.5,2,154,3,0,0,1,1
Empleado 1866,0.11,0.93,5,140,5,0,0,1,1
Empleado 1867,0.45,0.46,2,159,3,0,0,2,1
Empleado 1868,0.44,0.48,2,158,3,0,0,0,1
Empleado 1869,0.44,0.56,2,133,3,0,0,1,1
Empleado 1870,0.11,0.77,6,247,4,0,0,1,1
Empleado 1871,0.79,0.93,5,268,5,0,0,1,1
Empleado 1872,0.8,0.9,5,267,5,0,0,1,1
Empleado 1873,0.1,0.87,7,251,5,0,0,0,1
Empleado 1874,0.09,0.93,6,279,4,0,0,0,1
Empleado 1875,0.7,0.84,6,161,4,0,0,0,1
Empleado 1876,0.72,0.84,4,256,5,0,0,0,1
Empleado 1877,0.11,0.8,6,304,4,0,0,0,1
Empleado 1878,0.39,0.51,2,137,3,0,0,0,1
Empleado 1879,0.4,0.49,2,144,3,0,0,0,1
Empleado 1880,0.43,0.54,2,142,3,0,0,0,1
Empleado 1881,0.76,0.87,5,262,5,0,0,0,1
Empleado 1882,0.4,0.48,2,142,3,0,0,0,1
