Nombres,nivel_satisfaccion,ultima_evaluacion,numero_proyectos,tiempo_empresa,"accidente_trabajo (0 No, 1 Si)","promocion_ultimos_5 (0 Si, 1 No)","salario (0 Bajo, 1 Medio, 2 2)",prom_horas_mes
Empleado 1524,0.42,0.48,2,3,1,0,0,148
Empleado 1525,0.74,0.86,5,5,0,0,0,262
Empleado 1526,0.1,0.8,6,4,0,0,0,261
Empleado 1527,0.82,0.9,5,5,0,0,0,248
Empleado 1528,0.38,0.55,2,3,0,0,0,131
Empleado 1529,0.41,0.56,2,3,0,0,0,160
Empleado 1530,0.4,0.47,2,3,0,0,0,152
Empleado 1531,0.83,0.98,4,5,0,0,0,249
Empleado 1532,0.36,0.57,2,3,0,0,0,144
Empleado 1533,0.75,0.98,4,5,0,0,0,245
Empleado 1534,0.44,0.53,2,3,0,0,0,146
Empleado 1535,0.1,0.94,6,5,0,0,0,297
Empleado 1536,0.39,0.52,2,3,1,0,0,148
Empleado 1537,0.09,0.84,7,4,0,0,0,260
Empleado 1538,0.4,0.57,2,3,0,0,0,152
Empleado 1539,0.41,0.54,2,3,0,0,0,135
Empleado 1540,0.83,0.92,4,5,0,0,0,235
Empleado 1541,0.42,0.47,2,3,0,0,0,145
Empleado 1542,0.61,0.46,5,4,0,0,0,220
Empleado 1543,0.44,0.52,2,3,0,0,1,128
Empleado 1544,0.77,0.81,5,5,0,0,1,237
Empleado 1545,0.81,0.95,4,5,0,0,1,275
Empleado 1546,0.1,0.78,6,4,0,0,1,310
Empleado 1547,0.73,0.84,5,6,0,0,1,251
Empleado 1548,0.09,0.83,6,4,0,0,1,250
Empleado 1549,0.9,0.99,4,6,0,0,1,259
Empleado 1550,0.88,1,4,5,0,0,1,259
Empleado 1551,0.09,0.87,7,4,0,0,1,305
Empleado 1552,0.4,0.56,2,3,1,0,1,130
Empleado 1553,0.17,0.55,6,5,0,0,1,250
Empleado 1554,0.82,0.82,5,6,0,0,1,220
Empleado 1555,0.9,0.83,4,5,0,0,2,266
Empleado 1556,0.83,0.92,4,5,0,0,0,255
Empleado 1557,0.44,0.5,2,3,0,0,1,154
Empleado 1558,0.5,0.85,4,3,0,0,1,138
Empleado 1559,0.14,0.61,6,5,0,0,1,291
Empleado 1560,0.77,0.82,4,5,0,0,1,217
Empleado 1561,0.09,0.83,6,4,0,0,0,286
Empleado 1562,0.11,0.88,6,4,0,0,0,290
Empleado 1563,0.44,0.57,2,3,0,0,0,148
Empleado 1564,0.43,0.52,2,3,0,0,0,146
Empleado 1565,0.12,0.8,5,2,0,0,0,136
Empleado 1566,0.1,0.86,7,5,0,0,0,261
Empleado 1567,0.1,0.96,6,4,0,0,0,274
Empleado 1568,0.4,0.48,2,3,0,0,0,132
Empleado 1569,0.41,0.47,2,3,0,0,0,145
Empleado 1570,0.37,0.48,2,3,0,0,0,153
Empleado 1571,0.4,0.48,2,3,0,0,0,139
Empleado 1572,0.74,0.96,4,5,0,0,0,231
Empleado 1573,0.39,0.48,2,3,0,0,0,154
Empleado 1574,0.11,0.9,5,4,0,0,0,307
Empleado 1575,0.36,0.51,2,3,0,0,0,129
Empleado 1576,0.8,0.83,5,5,0,0,0,275
Empleado 1577,0.6,0.85,3,2,0,0,0,250
Empleado 1578,0.36,0.54,2,3,0,0,0,158
Empleado 1579,0.1,0.96,6,5,0,0,0,310
Empleado 1580,0.65,0.86,2,2,0,0,0,181
Empleado 1581,0.49,0.73,4,3,0,0,0,244
Empleado 1582,0.73,0.96,5,6,1,0,1,256
Empleado 1583,0.11,0.8,6,5,0,0,1,259
Empleado 1584,0.73,0.91,4,5,0,0,1,247
Empleado 1585,0.43,0.46,2,3,0,0,1,129
Empleado 1586,0.73,0.93,5,5,0,0,1,229
Empleado 1587,0.76,0.85,5,6,0,0,1,236
Empleado 1588,0.09,0.96,6,4,0,0,1,281
Empleado 1589,0.9,0.81,5,5,0,0,1,264
Empleado 1590,0.1,0.81,6,4,0,0,1,308
Empleado 1591,0.43,0.48,2,3,0,0,1,147
Empleado 1592,0.41,0.55,2,3,0,0,1,159
Empleado 1593,0.41,0.57,2,3,0,0,1,154
Empleado 1594,0.1,0.87,6,4,0,0,2,307
Empleado 1595,0.4,0.46,2,3,0,0,0,132
Empleado 1596,0.4,0.53,2,3,0,0,1,152
Empleado 1597,0.36,0.48,5,3,0,0,1,310
Empleado 1598,0.83,0.95,5,5,0,0,1,230
Empleado 1599,0.83,0.94,5,5,0,0,1,273
Empleado 1600,0.41,0.51,2,3,0,0,0,144
Empleado 1601,0.11,0.93,7,4,0,0,0,296
Empleado 1602,0.68,0.62,5,5,1,0,0,198
Empleado 1603,0.43,0.53,2,3,0,0,0,157
Empleado 1604,0.44,0.51,2,3,0,0,0,145
Empleado 1605,0.87,0.94,5,5,0,0,0,219
Empleado 1606,0.43,0.54,2,3,0,0,0,153
Empleado 1607,0.89,0.48,3,5,0,0,0,178
Empleado 1608,0.83,0.88,5,5,0,0,0,239
Empleado 1609,0.11,0.87,6,5,0,0,0,278
Empleado 1610,0.85,1,6,3,1,0,0,260
Empleado 1611,0.89,0.97,4,5,0,0,0,264
Empleado 1612,0.09,0.92,7,4,0,0,0,301
Empleado 1613,0.43,0.55,4,3,0,0,0,134
Empleado 1614,0.42,0.46,2,3,0,0,0,147
Empleado 1615,0.43,0.54,2,3,0,0,0,130
Empleado 1616,0.1,0.93,6,4,0,0,0,307
Empleado 1617,0.37,0.46,2,3,0,0,0,156
Empleado 1618,0.76,0.98,4,5,0,0,0,237
Empleado 1619,0.88,0.89,4,5,0,0,0,254
Empleado 1620,0.39,0.48,2,3,0,0,0,151
Empleado 1621,0.45,0.54,2,3,0,0,1,131
Empleado 1622,0.91,0.95,5,5,0,0,1,241
Empleado 1623,0.86,0.85,5,5,0,0,1,267
Empleado 1624,0.39,0.53,2,3,0,0,1,153
Empleado 1625,0.89,1,4,5,0,0,1,217
Empleado 1626,0.11,0.86,6,4,0,0,1,254
Empleado 1627,0.1,0.87,6,5,0,0,1,265
Empleado 1628,0.38,0.57,2,3,0,0,1,146
Empleado 1629,0.4,0.54,2,3,0,0,1,156
Empleado 1630,0.86,0.97,5,5,0,0,1,269
Empleado 1631,0.1,0.86,6,4,0,0,1,288
Empleado 1632,0.1,0.85,6,4,0,0,1,283
Empleado 1633,0.42,0.5,2,3,0,0,2,128
Empleado 1634,0.36,0.46,2,3,0,0,0,130
Empleado 1635,0.39,0.48,2,3,0,0,1,127
Empleado 1636,0.43,0.47,2,3,0,0,1,137
Empleado 1637,0.36,0.49,2,3,0,0,1,133
Empleado 1638,0.09,0.91,6,4,0,0,1,275
Empleado 1639,0.42,0.55,2,3,0,0,0,146
Empleado 1640,0.42,0.46,2,3,0,0,0,135
Empleado 1641,0.91,0.89,5,5,0,0,0,217
Empleado 1642,0.41,0.56,2,3,0,0,0,154
Empleado 1643,0.11,0.78,6,4,0,0,0,247
Empleado 1644,0.09,0.83,6,5,0,0,0,295
Empleado 1645,0.83,1,5,5,0,0,0,224
Empleado 1646,0.11,0.78,6,4,0,0,0,281
Empleado 1647,0.1,0.93,7,4,0,0,0,258
Empleado 1648,0.42,0.55,2,3,0,0,0,150
Empleado 1649,0.1,0.97,7,4,0,0,0,282
Empleado 1650,0.38,0.51,2,3,0,0,0,138
Empleado 1651,0.77,0.98,4,6,0,0,0,238
Empleado 1652,0.11,0.85,7,4,0,0,0,244
Empleado 1653,0.87,0.97,5,6,0,0,0,250
Empleado 1654,0.1,0.88,7,4,0,0,0,282
Empleado 1655,0.1,0.89,7,4,0,0,0,253
Empleado 1656,0.09,0.9,6,4,0,0,0,256
Empleado 1657,0.84,0.85,5,5,0,0,0,260
Empleado 1658,0.11,0.86,6,4,0,0,0,245
Empleado 1659,0.81,0.97,5,5,0,0,0,230
Empleado 1660,0.77,0.85,5,5,0,0,1,276
Empleado 1661,0.42,0.47,2,3,0,0,1,137
Empleado 1662,0.36,0.56,2,3,0,0,1,140
Empleado 1663,0.81,0.83,5,6,0,0,1,269
Empleado 1664,0.37,0.46,2,3,1,0,1,130
Empleado 1665,0.1,0.96,6,4,0,0,1,264
Empleado 1666,0.14,0.55,6,5,0,0,1,175
Empleado 1667,0.41,0.51,2,3,0,0,1,159
Empleado 1668,0.44,0.55,2,3,0,1,1,128
Empleado 1669,0.82,0.94,5,5,1,0,1,232
Empleado 1670,0.67,0.54,3,5,0,0,1,166
Empleado 1671,0.44,0.57,2,3,0,0,1,141
Empleado 1672,0.42,0.54,2,3,0,0,2,143
Empleado 1673,0.84,0.83,4,5,0,0,0,239
Empleado 1674,0.86,1,4,5,0,0,1,232
Empleado 1675,0.56,0.86,5,2,0,0,1,252
Empleado 1676,0.09,0.93,6,4,0,0,1,255
Empleado 1677,0.1,0.81,7,4,0,0,1,270
Empleado 1678,0.39,0.54,2,3,0,0,0,149
Empleado 1679,0.75,0.89,5,5,0,0,0,276
Empleado 1680,0.43,0.55,2,3,0,0,0,159
Empleado 1681,0.09,0.96,7,5,0,0,0,274
Empleado 1682,0.83,0.94,4,5,0,0,0,264
Empleado 1683,0.59,1,3,4,0,0,0,156
Empleado 1684,0.44,0.54,2,3,0,0,0,135
Empleado 1685,0.38,0.49,2,3,0,0,0,128
Empleado 1686,0.76,0.98,5,5,0,0,0,242
Empleado 1687,0.22,0.86,4,3,0,0,0,293
Empleado 1688,0.4,0.46,2,3,0,0,0,141
Empleado 1689,0.41,0.48,2,3,0,0,0,155
Empleado 1690,0.38,0.51,2,3,0,0,0,141
Empleado 1691,0.45,0.68,4,4,1,0,0,212
Empleado 1692,0.39,0.56,2,3,0,0,0,160
Empleado 1693,0.45,0.47,2,3,0,0,0,150
Empleado 1694,0.42,0.53,2,3,1,0,0,132
Empleado 1695,0.1,0.87,6,4,0,0,0,248
Empleado 1696,0.78,0.96,5,5,0,0,0,272
Empleado 1697,0.39,0.56,2,3,0,0,0,160
Empleado 1698,0.1,0.87,7,4,0,0,0,299
Empleado 1699,0.1,0.8,6,4,0,0,1,292
Empleado 1700,0.43,0.46,2,3,0,0,1,126
Empleado 1701,0.38,0.45,2,3,0,0,1,132
Empleado 1702,0.09,0.77,6,5,0,0,1,282
Empleado 1703,0.39,0.53,2,3,0,0,1,141
Empleado 1704,0.73,0.99,6,5,0,0,1,206
Empleado 1705,0.38,0.49,2,3,0,0,1,140
Empleado 1706,0.1,0.91,6,4,0,0,1,255
Empleado 1707,0.41,0.54,2,3,0,0,1,133
Empleado 1708,0.43,0.51,2,3,0,0,1,131
Empleado 1709,0.79,0.96,4,5,0,0,1,257
Empleado 1710,0.1,0.81,6,4,0,0,1,269
Empleado 1711,0.11,0.97,6,4,0,0,2,254
Empleado 1712,0.42,0.5,2,3,0,0,0,143
Empleado 1713,0.36,0.51,2,3,0,0,1,157
Empleado 1714,0.63,0.93,5,3,0,0,1,163
Empleado 1715,0.41,0.56,2,3,0,0,1,133
Empleado 1716,0.36,0.46,2,3,0,0,1,157
Empleado 1717,0.1,0.9,6,5,0,0,0,301
Empleado 1718,0.11,0.96,6,4,0,0,0,310
Empleado 1719,0.44,0.54,2,3,0,0,0,133
Empleado 1720,0.77,0.96,5,6,0,0,0,249
Empleado 1721,0.91,1,4,6,0,0,0,251
Empleado 1722,0.26,0.46,2,3,0,0,0,242
Empleado 1723,0.81,0.93,5,6,0,0,0,265
Empleado 1724,0.11,0.87,6,4,0,0,0,280
Empleado 1725,0.92,0.89,4,5,0,0,0,241
Empleado 1726,0.1,0.86,5,4,0,0,0,253
Empleado 1727,0.45,0.51,2,3,0,0,0,137
Empleado 1728,0.11,0.94,6,4,0,0,0,266
Empleado 1729,0.23,0.7,5,4,0,0,0,168
Empleado 1730,0.86,0.95,4,5,0,0,0,270
Empleado 1731,0.44,0.55,2,3,0,0,0,141
Empleado 1732,0.41,0.56,2,3,0,0,0,133
Empleado 1733,0.84,0.97,5,5,0,0,0,256
Empleado 1734,0.42,0.52,2,3,0,0,0,160
Empleado 1735,0.11,0.88,7,4,0,0,0,275
Empleado 1736,0.38,0.46,2,3,0,0,0,160
Empleado 1737,0.11,0.96,7,4,0,0,0,244
Empleado 1738,0.1,0.83,6,4,0,0,1,271
Empleado 1739,0.86,0.88,5,5,0,0,1,268
Empleado 1740,0.91,1,4,5,1,0,1,253
Empleado 1741,0.37,0.53,2,3,0,0,1,140
Empleado 1742,0.46,0.5,2,3,0,0,1,146
Empleado 1743,0.1,0.89,6,5,0,0,1,259
Empleado 1744,0.37,0.46,2,3,0,0,1,127
Empleado 1745,0.4,0.48,2,3,0,0,1,161
Empleado 1746,0.09,0.78,6,4,0,0,1,260
Empleado 1747,0.11,0.89,6,4,0,0,1,272
Empleado 1748,0.39,0.48,2,3,0,0,1,159
Empleado 1749,0.89,0.96,4,6,0,0,1,219
Empleado 1750,0.09,0.91,6,4,0,0,2,243
Empleado 1751,0.88,0.97,4,5,1,0,0,255
Empleado 1752,0.11,0.9,7,4,0,0,1,245
Empleado 1753,0.1,0.95,6,5,0,0,1,264
Empleado 1754,0.91,1,4,6,0,0,1,245
Empleado 1755,0.44,0.52,2,3,0,0,1,137
Empleado 1756,0.63,0.76,2,4,0,0,0,157
Empleado 1757,0.1,0.87,7,4,0,0,0,247
Empleado 1758,0.36,0.51,2,3,0,0,0,144
Empleado 1759,0.45,0.51,2,3,0,0,0,149
Empleado 1760,0.73,1,5,6,0,0,0,253
Empleado 1761,0.37,0.55,2,3,0,0,0,140
Empleado 1762,0.09,0.85,7,4,0,0,0,307
Empleado 1763,0.41,0.71,3,4,0,0,0,205
Empleado 1764,0.72,1,5,5,0,0,0,234
Empleado 1765,0.36,0.54,2,3,0,0,0,127
Empleado 1766,0.9,1,4,5,0,0,0,229
Empleado 1767,0.44,0.56,2,3,0,0,0,141
Empleado 1768,0.78,0.95,4,5,0,0,0,260
Empleado 1769,0.37,0.52,2,3,0,0,0,141
Empleado 1770,0.4,0.47,2,3,1,0,0,144
Empleado 1771,0.84,1,5,5,0,0,0,250
Empleado 1772,0.09,0.86,6,4,0,0,0,245
Empleado 1773,0.83,0.93,4,5,0,0,0,269
Empleado 1774,0.11,0.87,6,4,0,0,0,273
Empleado 1775,0.37,0.5,2,3,0,0,0,142
Empleado 1776,0.09,0.93,6,5,0,0,0,273
Empleado 1777,0.43,0.47,2,2,0,0,1,248
Empleado 1778,0.39,0.56,2,3,0,0,1,147
Empleado 1779,0.85,0.9,2,2,0,0,1,168
Empleado 1780,0.38,0.52,2,3,0,0,1,128
Empleado 1781,0.76,0.84,5,5,1,0,1,227
Empleado 1782,0.44,0.51,2,3,0,0,1,135
Empleado 1783,0.73,1,4,5,0,0,1,268
Empleado 1784,0.43,0.53,2,3,0,0,1,136
Empleado 1785,0.43,0.51,2,3,1,0,1,149
Empleado 1786,0.09,0.96,7,4,0,0,1,264
Empleado 1787,0.43,0.53,2,3,0,0,1,143
Empleado 1788,0.45,0.57,2,3,0,0,1,138
Empleado 1789,0.42,0.48,2,3,0,0,2,146
Empleado 1790,0.41,0.46,2,3,1,0,0,150
Empleado 1791,0.44,0.55,2,3,0,0,1,156
Empleado 1792,0.09,0.92,7,4,0,0,1,245
Empleado 1793,0.41,0.51,2,3,0,0,1,156
Empleado 1794,0.43,0.51,2,3,0,0,1,143
Empleado 1795,0.38,0.51,2,3,0,0,0,159
Empleado 1796,0.85,0.96,4,5,0,0,0,217
Empleado 1797,0.88,0.91,4,6,0,0,0,234
Empleado 1798,0.44,0.46,2,3,0,0,0,138
Empleado 1799,0.11,0.92,7,4,0,0,0,265
Empleado 1800,0.38,0.5,2,3,0,0,0,145
Empleado 1801,0.09,0.78,6,4,0,0,0,263
Empleado 1802,0.11,0.79,6,4,0,0,0,264
Empleado 1803,0.11,0.88,6,4,0,0,0,253
Empleado 1804,0.44,0.48,2,3,0,0,0,155
Empleado 1805,0.38,0.51,2,3,0,0,0,137
Empleado 1806,0.1,0.87,6,5,0,0,0,254
Empleado 1807,0.45,0.57,2,3,0,0,0,143
Empleado 1808,0.11,0.94,7,5,0,0,0,280
Empleado 1809,0.36,0.48,2,3,0,0,0,136
Empleado 1810,0.72,0.95,5,5,0,0,0,271
Empleado 1811,0.43,0.48,2,3,0,0,0,157
Empleado 1812,0.45,0.5,2,3,0,0,0,150
Empleado 1813,0.4,0.53,2,3,0,0,0,127
Empleado 1814,0.1,0.81,6,4,0,0,0,271
Empleado 1815,0.83,0.93,5,5,0,0,0,257
Empleado 1816,0.11,0.8,7,4,0,0,1,305
Empleado 1817,0.43,0.5,2,3,0,0,1,152
Empleado 1818,0.38,0.5,2,3,0,0,1,144
Empleado 1819,0.83,1,5,5,0,0,1,269
Empleado 1820,0.11,0.82,7,4,0,0,1,285
Empleado 1821,0.43,0.52,2,3,0,0,1,136
Empleado 1822,0.11,0.88,6,4,0,0,1,294
Empleado 1823,0.43,0.46,2,3,0,0,1,157
Empleado 1824,0.1,0.89,6,4,0,0,1,280
Empleado 1825,0.44,0.51,2,3,0,0,1,152
Empleado 1826,0.82,0.91,5,6,0,0,1,276
Empleado 1827,0.1,0.86,6,4,0,0,1,247
Empleado 1828,0.1,0.95,5,4,0,0,2,286
Empleado 1829,0.3,0.89,5,5,0,0,0,257
Empleado 1830,0.1,0.93,6,4,0,0,1,258
Empleado 1831,0.39,0.5,2,3,0,0,1,151
Empleado 1832,0.14,0.47,4,2,0,0,1,175
Empleado 1833,0.82,0.92,4,5,0,0,1,252
Empleado 1834,0.1,0.85,6,4,0,0,0,266
Empleado 1835,0.09,0.9,6,4,0,0,0,295
Empleado 1836,0.54,0.83,6,6,0,0,0,165
Empleado 1837,0.61,0.58,2,4,0,0,0,264
Empleado 1838,0.1,0.79,6,4,0,0,0,275
Empleado 1839,0.1,0.9,6,4,0,0,0,299
Empleado 1840,0.36,0.49,2,3,0,0,0,147
Empleado 1841,0.1,0.97,7,4,0,0,0,306
Empleado 1842,0.84,1,5,5,0,0,0,242
Empleado 1843,0.38,0.51,2,3,0,0,0,159
Empleado 1844,0.41,0.49,2,3,0,0,0,147
Empleado 1845,0.37,0.51,2,3,1,0,0,154
Empleado 1846,0.43,0.56,2,3,0,0,0,129
Empleado 1847,0.46,0.53,2,3,0,0,0,161
Empleado 1848,0.09,0.84,6,4,0,0,0,269
Empleado 1849,0.78,0.86,5,5,0,0,0,274
Empleado 1850,0.45,0.53,2,3,0,0,0,159
Empleado 1851,0.42,0.47,2,3,0,0,0,135
Empleado 1852,0.46,0.53,2,3,0,0,0,147
Empleado 1853,0.39,0.49,2,3,0,0,0,142
Empleado 1854,0.36,0.51,2,3,0,0,0,130
Empleado 1855,0.43,0.53,2,3,0,0,1,147
Empleado 1856,0.85,0.87,5,5,1,0,1,246
Empleado 1857,0.11,0.92,6,4,0,0,1,281
Empleado 1858,0.11,0.9,6,4,0,0,1,253
Empleado 1859,0.38,0.47,2,3,0,0,1,128
Empleado 1860,0.43,0.57,2,3,0,0,1,129
Empleado 1861,0.75,1,5,6,0,0,1,223
Empleado 1862,0.11,0.92,6,4,0,0,1,269
Empleado 1863,0.1,0.9,7,4,0,0,1,269
Empleado 1864,0.1,0.81,7,5,0,0,1,244
Empleado 1865,0.37,0.5,2,3,0,0,1,154
Empleado 1866,0.11,0.93,5,5,0,0,1,140
Empleado 1867,0.45,0.46,2,3,0,0,2,159
Empleado 1868,0.44,0.48,2,3,0,0,0,158
Empleado 1869,0.44,0.56,2,3,0,0,1,133
Empleado 1870,0.11,0.77,6,4,0,0,1,247
Empleado 1871,0.79,0.93,5,5,0,0,1,268
Empleado 1872,0.8,0.9,5,5,0,0,1,267
Empleado 1873,0.1,0.87,7,5,0,0,0,251
Empleado 1874,0.09,0.93,6,4,0,0,0,279
Empleado 1875,0.7,0.84,6,4,0,0,0,161
Empleado 1876,0.72,0.84,4,5,0,0,0,256
Empleado 1877,0.11,0.8,6,4,0,0,0,304
Empleado 1878,0.39,0.51,2,3,0,0,0,137
Empleado 1879,0.4,0.49,2,3,0,0,0,144
Empleado 1880,0.43,0.54,2,3,0,0,0,142
Empleado 1881,0.76,0.87,5,5,0,0,0,262
Empleado 1882,0.4,0.48,2,3,0,0,0,142
Empleado 1883,0.09,0.89,6,4,0,0,0,282
Empleado 1884,0.37,0.54,2,3,0,0,0,157
Empleado 1885,0.87,0.91,5,5,0,0,0,228
Empleado 1886,0.1,0.86,6,4,0,0,0,283
Empleado 1887,0.11,0.86,6,4,0,0,0,286
Empleado 1888,0.43,0.5,2,3,0,0,0,148
Empleado 1889,0.1,0.81,6,4,0,0,0,245
Empleado 1890,0.11,0.95,6,4,0,0,0,279
Empleado 1891,0.85,0.87,5,5,0,0,0,245
Empleado 1892,0.37,0.49,2,3,0,0,0,138
Empleado 1893,0.44,0.52,2,3,0,0,0,141
Empleado 1894,0.1,0.83,7,5,0,0,1,302
Empleado 1895,0.11,0.89,6,4,0,0,1,268
Empleado 1896,0.87,0.88,5,5,0,0,1,240
Empleado 1897,0.39,0.49,2,3,0,0,1,127
Empleado 1898,0.1,0.94,7,4,0,0,1,264
Empleado 1899,0.44,0.53,2,3,0,0,1,155
Empleado 1900,0.4,0.49,2,3,0,0,1,143
Empleado 1901,0.76,0.98,5,6,0,0,1,217
Empleado 1902,0.46,0.55,2,3,0,0,1,147
Empleado 1903,0.9,0.92,4,5,0,0,1,271
Empleado 1904,0.85,0.87,4,5,0,0,1,273
Empleado 1905,0.1,0.78,5,4,1,0,1,285
Empleado 1906,0.43,0.49,2,3,0,0,2,131
Empleado 1907,0.2,0.5,5,6,0,0,0,135
Empleado 1908,0.81,0.92,5,5,0,0,1,239
Empleado 1909,0.83,0.85,5,5,0,0,1,237
Empleado 1910,0.14,0.75,4,5,1,0,1,277
Empleado 1911,0.1,0.84,5,5,0,0,1,303
Empleado 1912,0.91,0.98,4,6,0,0,0,242
Empleado 1913,0.37,0.57,2,3,0,0,0,158
Empleado 1914,0.42,0.57,2,3,1,0,0,147
Empleado 1915,0.39,0.68,2,5,0,0,0,282
Empleado 1916,0.39,0.54,2,3,0,0,0,154
Empleado 1917,0.44,0.52,2,3,0,0,0,149
Empleado 1918,0.37,0.45,2,3,0,0,0,149
Empleado 1919,0.39,0.53,2,3,0,0,0,146
Empleado 1920,0.72,0.94,4,5,0,0,0,258
Empleado 1921,0.37,0.49,2,3,0,0,0,148
Empleado 1922,0.82,0.94,5,5,0,0,0,236
Empleado 1923,0.42,0.52,2,3,0,0,0,134
Empleado 1924,0.59,1,2,5,0,0,0,155
Empleado 1925,0.82,0.86,5,5,0,0,0,257
Empleado 1926,0.73,0.97,6,2,0,0,0,189
Empleado 1927,0.78,0.66,3,3,0,0,0,164
Empleado 1928,0.09,0.95,6,4,0,0,0,271
Empleado 1929,0.1,0.97,6,4,0,0,0,280
Empleado 1930,0.45,0.46,2,3,0,0,0,149
Empleado 1931,0.83,0.81,5,5,0,0,0,219
Empleado 1932,0.43,0.51,2,3,0,0,0,128
Empleado 1933,0.4,0.47,2,3,0,0,1,128
Empleado 1934,0.43,0.46,2,3,0,0,1,157
Empleado 1935,0.78,0.93,4,5,0,0,1,225
Empleado 1936,0.39,0.45,2,3,0,0,1,140
Empleado 1937,0.11,0.97,6,4,0,0,1,310
Empleado 1938,0.36,0.52,2,3,0,0,1,143
Empleado 1939,0.36,0.54,2,3,0,0,1,153
Empleado 1940,0.1,0.79,7,4,0,0,1,310
Empleado 1941,0.4,0.47,2,3,0,0,1,136
Empleado 1942,0.81,0.85,4,6,0,0,1,251
Empleado 1943,0.4,0.47,2,3,0,0,1,144
Empleado 1944,0.09,0.93,6,4,0,0,1,296
Empleado 1945,0.76,0.89,5,5,0,0,2,238
Empleado 1946,0.73,0.93,5,4,0,0,0,162
Empleado 1947,0.38,0.49,2,3,0,0,1,137
Empleado 1948,0.72,0.84,5,5,0,0,1,257
Empleado 1949,0.4,0.56,2,3,0,0,1,148
Empleado 1950,0.91,0.99,5,5,0,0,1,254
Empleado 1951,0.85,0.85,4,6,0,0,0,247
Empleado 1952,0.9,0.7,5,4,0,0,0,206
Empleado 1953,0.46,0.55,2,3,0,0,0,145
Empleado 1954,0.43,0.57,2,3,1,0,0,159
Empleado 1955,0.89,0.88,5,5,1,0,0,228
Empleado 1956,0.09,0.81,6,4,0,0,0,257
Empleado 1957,0.4,0.48,2,3,0,0,0,155
Empleado 1958,0.76,0.83,6,6,0,0,0,293
Empleado 1959,0.4,0.57,2,3,0,0,0,151
Empleado 1960,0.37,0.48,2,3,0,0,0,160
Empleado 1961,0.37,0.53,2,3,0,0,0,143
Empleado 1962,0.11,0.96,6,4,0,0,0,280
Empleado 1963,0.37,0.52,2,3,0,0,0,158
Empleado 1964,0.09,0.89,7,4,0,0,0,310
Empleado 1965,0.88,0.86,5,5,0,0,0,258
Empleado 1966,0.84,0.94,5,5,0,0,0,262
Empleado 1967,0.1,0.98,6,4,0,0,0,265
Empleado 1968,0.41,0.47,2,3,1,0,0,143
Empleado 1969,0.84,0.91,5,6,0,0,0,232
Empleado 1970,0.41,0.55,2,3,0,0,0,161
Empleado 1971,0.53,0.76,5,6,0,0,0,132
Empleado 1972,0.42,0.47,2,3,1,0,1,139
Empleado 1973,0.36,0.5,2,3,0,0,1,131
Empleado 1974,0.38,0.52,2,3,0,0,1,161
Empleado 1975,0.36,0.48,2,3,0,0,1,152
Empleado 1976,0.46,0.54,2,3,0,0,1,138
Empleado 1977,0.37,0.47,2,3,1,0,1,159
Empleado 1978,0.42,0.49,2,3,0,0,1,153
Empleado 1979,0.44,0.56,2,3,0,0,1,156
Empleado 1980,0.92,0.82,5,5,0,0,1,265
Empleado 1981,0.1,0.79,6,5,0,0,1,301
Empleado 1982,0.76,1,4,6,0,0,1,220
Empleado 1983,0.11,0.79,6,4,0,0,1,247
Empleado 1984,0.43,0.48,2,3,0,0,2,136
Empleado 1985,0.4,0.49,2,3,0,0,0,160
Empleado 1986,0.11,0.84,7,4,0,0,1,310
Empleado 1987,0.84,0.82,5,5,0,0,1,240
Empleado 1988,0.84,0.84,5,5,0,0,1,238
Empleado 1989,0.51,0.6,7,5,0,0,1,243
Empleado 1990,0.66,0.91,5,4,0,0,0,248
Empleado 1991,0.42,0.56,2,3,0,0,0,137
Empleado 1992,0.38,0.49,2,3,0,0,0,155
Empleado 1993,0.15,0.63,7,3,0,0,0,229
Empleado 1994,0.38,0.53,2,3,0,0,0,140
Empleado 1995,0.43,0.54,2,3,0,0,0,156
Empleado 1996,0.37,0.57,2,3,0,0,0,147
Empleado 1997,0.11,0.92,7,4,0,0,0,293
Empleado 1998,0.41,0.53,2,3,0,0,0,157
Empleado 1999,0.84,0.96,4,5,0,0,0,247
Empleado 2000,0.4,0.51,2,3,0,0,0,148
Empleado 2001,0.58,0.74,4,3,0,0,0,215
Empleado 2002,0.82,0.67,2,3,0,0,0,202
Empleado 2003,0.45,0.69,5,3,0,0,0,193
Empleado 2004,0.78,0.82,5,3,0,0,0,247
Empleado 2005,0.49,0.6,3,2,0,0,0,214
Empleado 2006,0.36,0.95,3,4,0,0,0,206
Empleado 2007,0.54,0.37,2,2,0,0,0,176
Empleado 2008,0.99,0.91,5,4,0,0,0,136
Empleado 2009,0.5,0.75,6,3,0,0,0,127
Empleado 2010,0.74,0.64,4,3,0,0,0,268
Empleado 2011,0.56,0.58,4,3,0,0,1,258
Empleado 2012,0.34,0.39,2,3,0,0,1,136
Empleado 2013,0.48,0.94,5,6,0,0,1,255
Empleado 2014,0.73,0.62,3,3,0,0,1,218
Empleado 2015,0.59,0.87,3,4,0,0,1,268
Empleado 2016,0.81,0.57,3,2,0,0,1,224
Empleado 2017,0.9,0.66,3,3,0,0,1,231
Empleado 2018,0.41,0.84,6,6,0,0,1,191
Empleado 2019,0.89,0.92,4,5,0,0,1,165
Empleado 2020,0.48,0.84,4,3,0,0,1,252
